url,size,# of outlinks,content type
http://www.latimes.com/health/la-he-la-walks-altadena-20160816-snap-story.html,888912,62,text/html
"http://www.latimes.com/health/la-he-la-walks-mentryville-20170215-story,amp.html",51349,21,text/html
http://www.latimes.com/health/la-he-la-walks-wildwood-canyon-park-20161119-story.html,2190142,67,text/html
http://www.latimes.com/nation/la-na-pol-epa-confirmation-20170118-story.html,247934,75,text/html
http://www.latimes.com/politics/la-pol-trump-week-four-20170214-story.html,249931,104,text/html
http://www.latimes.com/politics/la-na-pol-trump-unexpected-20170216-htmlstory.html,189572,52,text/html
http://www.latimes.com/politics/la-pol-tracking-trump-100-days-sg-20170207-storygallery.html,126043,41,text/html
http://www.latimes.com/politics/la-pol-flynn-resignation-timeline-20170214-story.html,231459,72,text/html
http://www.latimes.com/politics/la-na-pol-trump-speechwriter-santamonica-20170117-story.html,260277,79,text/html
http://www.latimes.com/projects/la-na-all-things-trump/,80111,139,text/html
http://www.latimes.com/local/lanow/la-me-ln-latinos-trump-20161207-story.html,262223,79,text/html
http://www.latimes.com/newsletters/la-newsletter-essential-politics-signup-page-htmlstory.html,119822,47,text/html
http://www.latimes.com/topic/business/dreamworks-animation-ORCRP004709-topic.html,188011,110,text/html
http://www.latimes.com/la-bio-meg-james-staff.html,124227,55,text/html
http://www.latimes.com/topic/business/philippe-p.-dauman-PEBSL000844-topic.html,183078,91,text/html
http://www.latimes.com/la-bio-ryan-faughnder-staff.html,125222,54,text/html
http://www.latimes.com/topic/entertainment/j.j.-abrams-PECLB005325-topic.html,192740,113,text/html
"http://www.latimes.com/business/hollywood/la-fi-ct-brad-grey-paramount-exit-20170217-story,amp.html",58548,31,text/html
http://www.latimes.com/topic/business/viacom-ORCRP016274-topic.html,183662,103,text/html
http://www.latimes.com/business/hollywood/la-fi-ct-paramount-viacom-wade-davis-20161205-story.html,223169,59,text/html
http://www.latimes.com/topic/entertainment/movies/steven-spielberg-PECLB003751-topic.html,201069,124,text/html
http://www.latimes.com/topic/business/sumner-redstone-PEBSL000576-topic.html,182583,98,text/html
http://www.latimes.com/topic/business/media-industry/movie-industry/warner-bros.-ORCRP0000017183-topic.html,193485,113,text/html
http://www.latimes.com/topic/business/media-industry/movie-industry/sony-pictures-ORCRP0000017182-topic.html,189045,113,text/html
http://www.latimes.com/business/hollywood/la-fi-ct-paramount-china-financing-20170119-story.html,219717,68,text/html
http://www.latimes.com/topic/entertainment/movies/martin-scorsese-PECLB004197-topic.html,192518,120,text/html
http://www.latimes.com/la-bio-kate-linthicum-staff.html,125262,56,text/html
http://www.latimes.com/nation/ct-spacex-space-station-20160408-story.html,200460,65,text/html
http://www.latimes.com/health/la-he-suzanne-bowen-try-this-20151226-story.html,189036,65,text/html
http://www.latimes.com/health/la-he-concierge-medicine-20170114-story.html,243731,66,text/html
http://www.latimes.com/health/la-he-0618-build-a-better-booty-gym-rat-20160614-snap-story.html,225511,64,text/html
http://www.latimes.com/health/la-he-try-this-lyons-glutes-20150530-story.html,187676,57,text/html
http://www.latimes.com/health/la-he-fitness-apps-20161213-story.html,230508,63,text/html
http://www.latimes.com/health/la-he-hyperbody-gym-rat-20160912-snap-story.html,229783,64,text/html
http://www.latimes.com/health/la-he-jack-osbourne-5q-20170121-story.html,226877,64,text/html
http://www.latimes.com/health/la-he-elle-macpherson-5q-20161231-story.html,224219,63,text/html
http://www.latimes.com/health/la-he-orthodox-zumba-20161206-story.html,248757,61,text/html
http://www.latimes.com/health/la-he-health-roundup-20170124-story.html,222448,69,text/html
http://www.latimes.com/health/la-he-mindful-20170107-story.html,187622,66,text/html
http://www.latimes.com/local/california/la-me-ln-measles-20170120-story.html,245976,93,text/html
http://www.latimes.com/local/politics/la-me-medi-cal-trump-20170116-story.html,256740,98,text/html
http://www.latimes.com/health/la-he-compassion-in-the-workplace-20161123-story.html,226943,62,text/html
http://www.latimes.com/health/la-he-gymrat-dada-20151031-story.html,218342,59,text/html
http://www.latimes.com/health/la-he-taboo-20161129-story.html,223371,62,text/html
http://www.latimes.com/health/la-he-1121-suzanne-bowen-try-this-20151121-story.html,190017,67,text/html
http://www.latimes.com/health/la-he-try-this-horton-11-laws-20151024-story.html,189166,65,text/html
http://www.latimes.com/health/la-he-after-dark-fitness-gear-20161031-story.html,233574,64,text/html
http://www.latimes.com/health/la-he-shalita-grant-20161228-story.html,241505,68,text/html
http://www.latimes.com/health/la-he-0113-immersive-fitness-gym-rat-20160213-story.html,227692,61,text/html
http://www.latimes.com/health/la-he-holiday-gifts-for-fitness-buffs-20161206-story.html,253794,81,text/html
http://www.latimes.com/health/la-he-holly-robinson-peete-5q-20161106-story.html,225599,62,text/html
http://www.latimes.com/health/la-he-suzanne-bowen-try-this-20160109-story.html,189739,69,text/html
http://www.latimes.com/health/la-he-try-this-shoulders-lower-body-20150613-story.html,186036,56,text/html
http://www.latimes.com/health/la-he-bike-trends-20170128-story.html,269137,78,text/html
http://www.latimes.com/health/la-he-fluidity-gym-rat-20160220-column.html,232151,64,text/html
http://www.latimes.com/health/la-he-try-this-sg-storygallery.html,153740,59,text/html
http://www.latimes.com/health/la-he-0130-the-fixx-20160130-story.html,224174,63,text/html
http://www.latimes.com/local/california/la-me-ln-alcohol-outlets-20161214-story.html,246706,86,text/html
http://www.latimes.com/local/california/la-me-ln-california-flu-20170119-story.html,240104,80,text/html
http://www.latimes.com/health/la-he-standing-desks-20161123-story.html,240516,66,text/html
http://www.latimes.com/health/la-he-gymrat-mobile-gym-20151114-story.html,190137,67,text/html
http://www.latimes.com/health/la-he-tiffany-cruikshank-tension-headache-reliever-20160711-snap-story.html,188651,63,text/html
http://www.latimes.com/health/la-he-namasdrake-gym-rat-20160719-snap-story.html,226586,63,text/html
http://www.latimes.com/health/la-he-conscious-family-dinner-20161206-story.html,252358,63,text/html
http://www.latimes.com/science/la-he-try-this-bowen-parallel-20150829-story.html,181086,60,text/html
http://www.latimes.com/health/la-he-try-this-suzanne-bowen-20151107-story.html,189739,67,text/html
http://www.latimes.com/health/la-he-diana-nyad-20170116-story.html,222412,62,text/html
http://www.latimes.com/health/la-he-in-trinity-gym-rat-20160409-story.html,235626,63,text/html
http://www.latimes.com/health/la-he-tracy-anderson-tava-gym-rat-20160430-story.html,235462,64,text/html
http://www.latimes.com/health/la-he-tiffany-cruikshank-bedtime-stretch-20160829-snap-story.html,213532,59,text/html
http://www.latimes.com/health/la-he-0521-tiffany-cruikshank-try-this-back-stretch-20160518-snap-story.html,188305,64,text/html
http://www.latimes.com/local/california/la-me-ln-colistin-resistance-20170131-story.html,236293,80,text/html
http://www.latimes.com/health/la-he-vibrational-plate-gym-rat-20161015-snap-story.html,254505,61,text/html
http://www.latimes.com/health/la-he-trythis-platero-pool-20150718-story.html,183140,59,text/html
http://www.latimes.com/health/la-he-gymrat-aerial-yoga-20151205-story.html,225320,67,text/html
http://www.latimes.com/health/la-he-health-happenings-20161202-story.html,221813,65,text/html
http://www.latimes.com/health/la-he-trythis-bowen-fold-20150704-story.html,183578,58,text/html
http://www.latimes.com/health/la-he-inside-the-new-equinox-20161123-story.html,257894,61,text/html
http://www.latimes.com/health/la-he-hangover-helpers-20161218-story.html,221935,63,text/html
http://www.latimes.com/health/la-he-gymrat-pool-20151017-story.html,183441,57,text/html
http://www.latimes.com/local/california/la-me-ln-measles-20161223-story.html,227644,82,text/html
http://www.latimes.com/health/la-he-gym-rat-sandbox-20160416-story.html,238956,67,text/html
http://www.latimes.com/health/la-he-jessica-biel-5q-20170124-story.html,225280,67,text/html
http://www.latimes.com/health/la-he-health-news-20170106-story.html,221235,63,text/html
http://www.latimes.com/health/la-he-try-this-kim-lyons-combo-20150912-story.html,181968,58,text/html
http://www.latimes.com/local/lanow/la-me-ln-medical-renewals-20161129-story.html,247430,78,text/html
http://www.latimes.com/health/fitness/,330474,139,text/html
http://www.latimes.com/health/la-he-gym-rat-sg-storygallery.html,219219,51,text/html
http://www.latimes.com/health/la-he-0507-crystal-healing-gym-rat-20160504-snap-story.html,232996,61,text/html
http://www.latimes.com/local/california/la-me-ln-obamacare-preventative-care-20170106-story.html,261289,88,text/html
http://www.latimes.com/health/la-he-trythis-horton-pushup-20150801-story.html,182493,56,text/html
http://www.latimes.com/health/la-me-ln-flu-death-20161201-story.html,230297,71,text/html
http://www.latimes.com/health/la-he-blender-girl-2017-20160107-story.html,204554,61,text/html
http://www.latimes.com/health/la-he-zumba-strong-20170121-story.html,230293,63,text/html
http://www.latimes.com/health/la-he-la-new-years-resolutions-20161229-story.html,234426,73,text/html
http://www.latimes.com/health/la-he-russell-simmons-20161109-story.html,255122,66,text/html
http://www.latimes.com/health/la-he-health-happenings-20170118-story.html,229010,63,text/html
http://www.latimes.com/home/la-he-souping-for-your-health-20161229-story.html,227586,61,text/html
http://www.latimes.com/sports/highschool/varsity-times/la-sp-vi-tom-dill-20170218-story.html,197871,62,text/html
http://www.latimes.com/sports/highschool/,300082,121,text/html
http://www.latimes.com/opinion/editorials/la-ed-health-insurance-premiums-20160720-snap-story.html,184158,54,text/html
http://www.latimes.com/topic/health/healthcare/healthcare-policies-laws/07009031258-topic.html,186058,108,text/html
http://www.latimes.com/topic/health/healthcare/healthcare-policies-laws/affordable-care-act-EVGAP00039-topic.html,193845,113,text/html
http://www.latimes.com/topic/politics-government/government/white-house-PLCUL000110-topic.html,202765,125,text/html
"http://www.latimes.com/opinion/la-ol-trump-obamacare-exchanges-20170215-story,amp.html",52707,21,text/html
http://www.latimes.com/opinion/topoftheticket/la-na-tt-leaks-nonsense-20170215-story.html,229775,65,text/html
http://www.latimes.com/topic/business/internal-revenue-service-ORGOV000010-topic.html,186803,112,text/html
http://www.latimes.com/topic/arts-culture/journalism/mark-swed-PECLB00015157-topic.html,154433,79,text/html
http://www.latimes.com/topic/entertainment/theater/opera/01017004-topic.html,184038,98,text/html
http://www.latimes.com/topic/arts-culture/journalism/charles-mcnulty-PECLB00015064-topic.html,153588,77,text/html
http://www.latimes.com/topic/entertainment/movies/demian-bichir-PECLB0000011309-topic.html,186448,103,text/html
http://www.latimes.com/entertainment/arts/la-et-cm-grammys-classical-20170212-story.html,225672,62,text/html
http://www.latimes.com/books/la-et-jc-sublevel-20170214-story.html,229903,68,text/html
http://www.latimes.com/entertainment/tv/la-et-cm-color-purple-grammys-20170212-story.html,222785,60,text/html
http://www.latimes.com/topic/arts-culture/architecture/01002000-topic.html,188987,108,text/html
http://www.latimes.com/newsletters/la-newsletter-essential-arts-culture-signup-page-htmlstory.html,109866,41,text/html
http://www.latimes.com/entertainment/arts/la-et-cm-geffen-playhouse-randall-arney-steps-down-20170214-story.html,224710,60,text/html
"http://www.latimes.com/entertainment/arts/miranda/la-et-cam-essential-arts-zoot-suit-moholy-nagy-20170216-story,amp.html",103639,60,text/html
http://www.latimes.com/topic/arts-culture/art/01020000-topic.html,201270,120,text/html
http://www.latimes.com/topic/arts-culture/journalism/christopher-hawthorne-PECLB00014975-topic.html,152744,81,text/html
http://www.latimes.com/entertainment/arts/la-et-janm-instructions-exhibit-20170217-story.html,232721,65,text/html
http://www.latimes.com/topic/arts-culture/01000000-topic.html,212494,134,text/html
http://www.latimes.com/topic/arts-culture/fashion/01007000-topic.html,185371,99,text/html
http://www.latimes.com/entertainment/arts/la-et-cm-moholy-nagy-lacma-20170214-htmlstory.html,193145,58,text/html
http://www.latimes.com/entertainment/arts/la-et-cm-zoot-suit-review-20170212-story.html,263250,67,text/html
http://www.latimes.com/entertainment/arts/la-et-cm-made-in-la-2018-curators-20170212-story.html,226684,62,text/html
http://www.latimes.com/entertainment/tv/la-et-st-judd-apatow-pete-holmes-crashing-20170219-story.html,241064,59,text/html
http://www.latimes.com/home/la-hm-aia-tour-20170214-story.html,185543,71,text/html
http://www.latimes.com/topic/entertainment/movies/shia-labeouf-PECLB002887-topic.html,192717,106,text/html
http://www.latimes.com/entertainment/arts/la-ca-cm-nicholas-britell-20170219-story.html,241929,64,text/html
http://www.latimes.com/topic/entertainment/music/james-conlon-PECLB0000013316-topic.html,174746,83,text/html
http://www.latimes.com/entertainment/arts/la-ca-cm-new-musicals-20170219-story.html,247392,57,text/html
http://www.latimes.com/entertainment/arts/la-et-cm-adolphus-tips-review-20170212-story.html,229699,59,text/html
http://www.latimes.com/entertainment/arts/la-et-cm-wang-kavakos-review-20170214-story.html,229217,60,text/html
http://www.latimes.com/entertainment/arts/la-et-cm-jessica-lang-dance-20170215-story.html,239384,64,text/html
http://www.latimes.com/entertainment/arts/la-et-cm-hollywood-bowl-2017-season-20170214-story.html,227460,63,text/html
http://www.latimes.com/topic/entertainment/theater/01017000-topic.html,185659,101,text/html
http://www.latimes.com/entertainment/arts/la-et-cm-donald-judd-chairs-20170213-story.html,224558,64,text/html
http://www.latimes.com/topic/arts-culture/journalism/christopher-knight-PECLB00015016-topic.html,155812,78,text/html
http://www.latimes.com/topic/entertainment/music/classical-music/01011001-topic.html,180087,96,text/html
http://www.latimes.com/entertainment/arts/la-ca-cm-patricia-racette-20170219-story.html,239679,62,text/html
http://www.latimes.com/topic/arts-culture/museums/los-angeles-county-museum-of-art-ORCUL00073-topic.html,205580,127,text/html
http://www.latimes.com/topic/arts-culture/los-angeles-philharmonic-ORCUL00075-topic.html,189150,109,text/html
http://www.latimes.com/entertainment/arts/la-ca-cm-building-type-6-2017-02-19-story.html,246594,70,text/html
http://www.latimes.com/entertainment/arts/la-et-cm-laphil-ades-review-20170212-story.html,229518,60,text/html
http://www.latimes.com/food/dailydish/la-dd-live-discussion-20170201-htmlstory.html,191279,42,text/html
http://www.latimes.com/food/dailydish/la-dd-live-discussion-gold-20161011-snap-htmlstory.html,175576,40,text/html
http://www.latimes.com/food/la-fo-winsome-gold-review-20160809-snap-story.html,253817,55,text/html
http://www.latimes.com/food/dailydish/la-dd-15-classic-la-hot-dogs-20150420-story.html,233789,63,text/html
http://www.latimes.com/food/jonathan-gold/la-fo-gold-niroj-kurdish-cuisine-20170103-story.html,258535,62,text/html
http://www.latimes.com/food/dailydish/la-dd-live-chat-gold-20170103-htmlstory.html,190983,41,text/html
http://www.latimes.com/food/dailydish/la-dd-beverly-hills-restaurants-wine-20150414-story.html,246132,72,text/html
http://www.latimes.com/food/86147904-132.html,158887,43,text/html
http://www.latimes.com/food/la-fo-gold-tempura-endo-20160906-snap-story.html,259497,57,text/html
http://www.latimes.com/food/dailydish/la-fo-gold-spicy-restaurants-20170114-story.html,1606668,70,text/html
http://www.latimes.com/food/la-fo-gold-cold-noodles-20160725-snap-story.html,201329,56,text/html
http://www.latimes.com/food/la-fo-virbila-glass-where-20150418-story.html,233348,60,text/html
http://www.latimes.com/food/dailydish/la-fo-gold-everson-royce-bar-20161007-snap-story.html,259553,54,text/html
http://www.latimes.com/food/dailydish/la-fo-dd-chinese-new-year-restaurants-20170120-story.html,266771,61,text/html
http://www.latimes.com/food/dailydish/la-dd-7-great-places-for-food-lovers-in-san-pedro-20150204-story.html,232459,62,text/html
http://www.latimes.com/food/dailydish/la-dd-live-chat-jonathan-gold-20161101-htmlstory.html,171014,40,text/html
http://www.latimes.com/food/dailydish/la-fo-gold-review-pyt-20161020-snap-story.html,1613889,57,text/html
http://www.latimes.com/food/dailydish/la-dd-gardena-food-guide-20150129-story.html,193244,59,text/html
http://www.latimes.com/food/dailydish/la-dd-costa-mesa-food-guide-20150316-story.html,234955,67,text/html
http://www.latimes.com/food/dailydish/la-dd-best-food-los-feliz-20150811-htmlstory.html,185038,63,text/html
http://www.latimes.com/food/dailydish/la-fo-gold-review-kettle-black-20160919-snap-story.html,259647,59,text/html
http://www.latimes.com/food/dailydish/la-dd-fried-chicken-20150526-story.html,232949,63,text/html
http://www.latimes.com/food/dailydish/la-dd-9-great-grain-bowls-20150108-story.html,231023,67,text/html
http://www.latimes.com/food/la-fo-lasa-review-gold-20160707-snap-story.html,233527,57,text/html
http://www.latimes.com/food/jonathan-gold/la-fo-gold-tsujita-glendale-20170120-story.html,263378,62,text/html
http://www.latimes.com/food/dailydish/la-fo-gold-10-best-dishes-2016-story.html,262945,69,text/html
http://www.latimes.com/food/dailydish/la-dd-live-discussion-jonathan-gold-20161004-snap-htmlstory.html,175489,40,text/html
http://www.latimes.com/food/dailydish/la-dd-la-chefs-and-bakers-to-follow-on-instagram-20141124-story.html,228581,64,text/html
http://www.latimes.com/food/dailydish/la-dd-atwater-village-best-restaurants-20150428-story.html,236831,66,text/html
http://www.latimes.com/food/dailydish/la-dd-jonathan-gold-best-burritos-20151020-htmlstory.html,182169,51,text/html
http://www.latimes.com/food/dailydish/la-dd-larchmont-village-best-restaurants-20150619-story.html,1502712,64,text/html
http://www.latimes.com/food/dailydish/la-dd-goat-los-angeles-chinese-new-year-20150217-story.html,193966,58,text/html
http://www.latimes.com/food/dailydish/la-fo-gold-locol-pete-wells-20170106-htmlstory.html,235950,53,text/html
http://www.latimes.com/food/dailydish/la-dd-10-restaurants-by-lax-20150316-story.html,233135,61,text/html
http://www.latimes.com/food/dailydish/la-dd-margherita-pizza-fast-casual-20150127-story.html,230095,58,text/html
http://www.latimes.com/food/dailydish/la-dd-live-discussion-gold-20170118-htmlstory.html,191379,42,text/html
http://www.latimes.com/food/dailydish/la-dd-culver-city-restaurants-food-wine-20150506-story.html,242591,71,text/html
http://www.latimes.com/food/dailydish/la-fo-gold-review-sun-nong-dan-20161103-story.html,1616278,60,text/html
http://www.latimes.com/food/dailydish/la-fo-gold-delicious-food-corner-20161007-snap-story.html,259222,55,text/html
http://www.latimes.com/food/la-fo-gold-shibumi-20160728-snap-story.html,254920,55,text/html
http://www.latimes.com/food/dailydish/la-dd-pupusas-los-angeles-20150326-story.html,225716,52,text/html
http://www.latimes.com/food/dailydish/la-dd-restaurant-kids-menus-20150617-story.html,1494849,57,text/html
http://www.latimes.com/food/dailydish/la-fo-gold-review-heres-looking-at-you-20161026-story.html,1608137,59,text/html
http://www.latimes.com/food/jonathan-gold/la-fo-goldbot-20161221-story.html,154215,56,text/html
http://www.latimes.com/food/dailydish/la-dd-exploring-the-downtown-arts-district-20150119-story.html,238936,72,text/html
http://www.latimes.com/food/dailydish/la-fo-gold-tamales-20161208-story.html,1583886,58,text/html
http://www.latimes.com/food/dailydish/la-dd-live-chat-gold-20161115-htmlstory.html,176347,40,text/html
http://www.latimes.com/food/dailydish/la-fo-gold-review-hatchet-hall-20161224-story.html,1606809,58,text/html
http://www.latimes.com/food/dailydish/la-fo-gold-review-gus-fried-chicken-20160929-snap-story.html,260297,58,text/html
http://www.latimes.com/food/jonathan-gold/la-fo-gold-review-kali-20160620-snap-story.html,229620,59,text/html
http://www.latimes.com/food/jonathan-gold/la-fo-gold-kobee-factory-syrian-kitchen-20170130-story.html,260315,60,text/html
http://www.latimes.com/food/dailydish/la-dd-live-discussion-20170207-htmlstory.html,191241,42,text/html
http://www.latimes.com/food/dailydish/la-fo-jonathan-gold-asian-fried-chicken-20160629-snap-story.html,195296,57,text/html
http://www.latimes.com/food/la-fo-gold-cannibal-20160718-snap-story.html,228060,57,text/html
http://www.latimes.com/food/dailydish/la-fo-gold-tasting-menu-20170204-story.html,1639712,73,text/html
http://www.latimes.com/food/la-fo-gold-salazar-20160701-snap-story.html,227135,58,text/html
http://www.latimes.com/food/dailydish/la-fo-gold-gwen-review-20161208-story.html,1615527,62,text/html
http://www.latimes.com/food/dailydish/la-dd-sweet-sixteen-great-la-chocolate-and-candy-shops-20150126-story.html,206777,76,text/html
http://www.latimes.com/food/la-fo-gold-daw-yee-myanmar-silver-lake-20160728-snap-story.html,227688,56,text/html
http://www.latimes.com/food/dailydish/la-fo-gold-review-dan-tanas-20161017-snap-story.html,267082,64,text/html
http://www.latimes.com/food/dailydish/la-fo-gold-review-destroyer-20161026-story.html,258769,61,text/html
http://www.latimes.com/food/dailydish/la-dd-where-to-eat-during-the-la-marathon-20150311-story.html,256152,56,text/html
http://www.latimes.com/food/dailydish/la-dd-easter-brunch-guide-20150320-story.html,196199,73,text/html
http://www.latimes.com/food/dailydish/la-fo-gold-review-erven-20161121-story.html,1580909,59,text/html
http://www.latimes.com/food/dailydish/la-dd-110-freeway-restaurants-food-20150402-story.html,229402,59,text/html
http://www.latimes.com/food/dailydish/la-fo-gold-legendary-restaurant-review-20161208-story.html,1612037,59,text/html
"http://www.latimes.com/health/la-he-health-events-20170215-story,amp.html",58584,23,text/html
"http://www.latimes.com/business/la-fi-associations-computer-records-storage-20170215-story,amp.html",51147,15,text/html
http://www.latimes.com/local/obituaries/la-me-2013-notable-deaths-gallery-photogallery.html,188750,46,text/html
http://www.latimes.com/local/obituaries/la-me-matt-redman-20170203-story.html,242589,78,text/html
http://www.latimes.com/local/obituaries/la-me-peter-mansfield-20170209-story.html,232510,73,text/html
http://www.latimes.com/local/obituaries/la-me-richard-lyon-20170208-story.html,239369,75,text/html
http://www.latimes.com/local/obituaries/la-me-doris-lockness-20170208-story.html,239382,71,text/html
http://www.latimes.com/local/obituaries/la-me-nicodemo-scarfo-20170118-story.html,239008,84,text/html
http://www.latimes.com/entertainment/movies/la-me-2015-notable-deaths-gallery-photogallery.html,188592,47,text/html
http://www.latimes.com/local/obituaries/la-me-etienne-tshisekedi-20170202-story.html,233837,70,text/html
http://www.latimes.com/local/obituaries/la-me-emmanuelle-riva-snap-story.html,238929,74,text/html
http://www.latimes.com/entertainment/herocomplex/la-et-hc-richard-hatch-dies-20170207-story.html,249619,57,text/html
http://www.latimes.com/local/obituaries/la-me-edward-tipper-20170213-story.html,245372,71,text/html
http://www.latimes.com/local/obituaries/la-me-irwin-corey-20170207-story.html,238315,77,text/html
http://www.latimes.com/sports/mlb/,266289,97,text/html
http://www.latimes.com/local/obituaries/la-me-mary-tyler-moore-20170125-story.html,291430,85,text/html
http://www.latimes.com/sports/ducks/la-sp-red-wings-tigers-ilitch-dies-20170210-story.html,189056,73,text/html
http://www.latimes.com/entertainment/tv/la-et-st-miguel-ferrer-obituary-20170119-story.html,218310,63,text/html
http://www.latimes.com/local/obituaries/la-me-bobby-freeman-20170215-story.html,243165,73,text/html
http://www.latimes.com/local/obituaries/la-me-2014-notable-deaths-gallery-photogallery.html,189279,46,text/html
http://www.latimes.com/local/lanow/la-me-ln-norris-obit-20170126-story.html,236193,83,text/html
http://www.latimes.com/local/obituaries/la-me-hal-moore-20170214-story.html,246493,74,text/html
http://www.latimes.com/sports/mlb/la-sp-dominican-republic-baseball-deaths-20170122-story.html,189235,94,text/html
http://www.latimes.com/local/obituaries/la-me-ln-john-hurt-obit-20170127-story.html,236541,77,text/html
http://www.latimes.com/local/obituaries/la-me-wayne-barrett-20170120-story.html,237081,75,text/html
http://www.latimes.com/local/lanow/la-me-anthony-marquez-20170210-story.html,235738,71,text/html
http://www.latimes.com/local/obituaries/la-me-marta-becket-20170201-story.html,241647,70,text/html
http://www.latimes.com/local/obituaries/la-me-lucy-killea-20170119-story.html,251271,77,text/html
http://www.latimes.com/local/obituaries/la-me-ray-dorr-20170117-story.html,242958,73,text/html
http://www.latimes.com/local/obituaries/la-me-barbara-hale-snap-story.html,214578,55,text/html
http://www.latimes.com/local/obituaries/la-me-2016-notable-deaths-gallery-photogallery.html,187819,47,text/html
http://www.latimes.com/local/obituaries/la-et-ms-al-jarreau-dead-20170212-story.html,230010,64,text/html
http://www.latimes.com/local/obituaries/la-me-masaya-nakamura-20170130-story.html,238424,73,text/html
http://www.latimes.com/local/lanow/la-me-ln-kevin-starr-obit-20170115-story.html,279638,78,text/html
http://www.latimes.com/local/obituaries/la-me-irwin-stambler-20170216-story.html,247220,73,text/html
http://www.latimes.com/local/obituaries/la-me-john-wetton-20170131-story.html,231350,73,text/html
http://www.latimes.com/local/obituaries/la-me-charlie-liteky-20170124-story.html,232761,72,text/html
http://www.latimes.com/entertainment/music/,369670,151,text/html
http://www.latimes.com/local/obituaries/la-me-gene-cernan-20170116-story.html,247793,77,text/html
http://www.latimes.com/local/obituaries/la-me-harold-rosen-20170130-story.html,245569,76,text/html
http://www.latimes.com/local/obituaries/la-me-bob-michel-20170217-story.html,242241,79,text/html
http://www.latimes.com/local/obituaries/la-me-arthur-rosenfeld-20170207-story.html,238016,76,text/html
http://www.latimes.com/local/obituaries/la-me-frank-pellegrino-20170202-story.html,239582,74,text/html
http://www.latimes.com/entertainment/music/la-et-ms-jaki-liebezeit-can-drummer-dies-20170123-story.html,233350,57,text/html
http://www.latimes.com/entertainment/la-et-entertainment-news-updates-mannix-star-mike-connors-dies-at-1485488948-htmlstory.html,158644,47,text/html
http://www.latimes.com/entertainment/music/la-et-ms-david-axelrod-musician-dies-20170206-story.html,235797,65,text/html
http://www.latimes.com/entertainment/herocomplex/,260215,111,text/html
http://www.latimes.com/local/obituaries/la-me-stuart-timmons-20170130-story.html,240391,71,text/html
http://www.latimes.com/local/obituaries/la-me-lorenzo-servitje-20170203-story.html,233570,72,text/html
http://www.latimes.com/local/obituaries/la-me-howard-kaufman-20170124-story.html,240965,77,text/html
http://www.latimes.com/local/obituaries/la-me-dushan-angius-20170118-story.html,248069,73,text/html
http://www.latimes.com/local/obituaries/la-me-lula-da-silva-20170203-story.html,235710,75,text/html
http://www.latimes.com/local/obituaries/la-me-tara-palmer-tomkinson-20170208-story.html,234413,74,text/html
http://www.latimes.com/local/obituaries/la-me-mike-walden-20170216-story.html,241865,77,text/html
http://www.latimes.com/topic/sports/basketball/demarcus-cousins-PESPT0000010709-topic.html,181575,100,text/html
http://www.latimes.com/topic/sports/basketball/toronto-raptors-ORSPT000118-topic.html,189686,113,text/html
http://www.latimes.com/topic/sports/basketball/bill-russell-PEHST001744-topic.html,136552,70,text/html
http://www.latimes.com/topic/sports/basketball/kyle-lowry-PESPT0000010824-topic.html,180573,99,text/html
http://www.latimes.com/topic/sports/basketball/russell-westbrook-PESPT0000010913-topic.html,183216,101,text/html
http://www.latimes.com/topic/sports/basketball/new-york-knicks-ORSPT000200-topic.html,190074,114,text/html
http://www.latimes.com/la-bio-tania-ganguli-staff.html,123391,55,text/html
"http://www.latimes.com/sports/lakers/la-sp-nba-all-stars-20170217-story,amp.html",57850,36,text/html
http://www.latimes.com/topic/sports/basketball/nba-15008001-topic.html,206770,122,text/html
http://www.latimes.com/topic/sports/basketball/golden-state-warriors-ORSPT000100-topic.html,212810,133,text/html
http://www.latimes.com/topic/sports/basketball/brandon-ingram-PESPTF00545-topic.html,184008,94,text/html
http://www.latimes.com/topic/sports/basketball/kobe-bryant-PESPT000948-topic.html,215045,135,text/html
http://www.latimes.com/topic/sports/basketball/los-angeles-clippers-ORSPT000103-topic.html,213710,130,text/html
http://www.latimes.com/topic/sports/basketball/sacramento-kings-ORSPT000115-topic.html,184734,107,text/html
http://www.latimes.com/topic/sports/basketball/oklahoma-city-thunder-ORSPT000117-topic.html,196995,119,text/html
http://www.latimes.com/topic/sports/basketball/deandre-jordan-PESPT0000010809-topic.html,192861,108,text/html
http://www.latimes.com/topic/sports/basketball/kevin-durant-PESPT000009738-topic.html,183032,102,text/html
http://www.latimes.com/topic/sports/basketball/klay-thompson-PESPT000010562-topic.html,181588,100,text/html
http://www.latimes.com/topic/sports/basketball/demar-derozan-PESPT0000010718-topic.html,180837,98,text/html
http://www.latimes.com/entertainment/la-et-oscar-nominations-2017-live-viola-davis-makes-history-as-first-1485270848-htmlstory.html,160798,50,text/html
http://www.latimes.com/topic/arts-culture/literature/james-baldwin-PEHST000122-topic.html,183631,99,text/html
http://www.latimes.com/topic/arts-culture/malcolm-x-PEHST001256-topic.html,183189,103,text/html
http://www.latimes.com/entertainment/envelope/la-en-mn-0214-ryan-gosling-emma-stone-la-la-land-20170214-story.html,253117,79,text/html
"http://www.latimes.com/entertainment/movies/la-et-mn-samuel-l-jackson-oscars-viola-denzel-i-am-not-your-negro-2017-story,amp.html",72024,32,text/html
